gameId,playId,rb_snap_motion,fb_snap_motion,wr_snap_motion,te_snap_motion,rb_shift,fb_shift,wr_shift,te_shift,qb_shift,rb_motion,fb_motion,wr_motion,te_motion,qb_depth,rb_depth,fb_depth,target_rush,quarter,down,yardsToGo,gameClock,preSnapHomeScore,preSnapVisitorScore,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,pff_passCoverage,pff_manZone,fb_present,rb_present
2022090800,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9065064242463005,-0.22698429048603677,-0.3119333274309778,1,1,1,10,15:00,-1.201473767626779,-1.0741908124676323,0.9845765627263597,-0.1923138375673606,0.19231383756736065,-0.5384296698303765,5,4,2,3,0,1
2022090800,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0565084441073138,0.6319265999023705,-0.3119333274309778,1,1,2,4,14:29,-1.201473767626779,-1.0741908124676323,0.7382427399430372,-0.1924157829450634,0.19241578294506365,-0.5357237861415921,0,6,2,3,0,1
2022090800,101,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2310043342232293,1.1837116422172622,1.9204621829624737,1,1,1,10,13:54,-1.201473767626779,-1.0741908124676323,0.4508532800291611,-0.23650100168106916,0.23650100168106902,-0.03158733657010379,1,3,11,3,1,1
2022090800,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9690081241669672,-0.2634217818657392,-0.3119333274309778,1,1,2,3,13:15,-1.201473767626779,-1.0741908124676323,0.16346382011528485,-0.2850058652639066,0.2850058652639068,0.3126551175521725,5,3,6,3,0,1
2022090800,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9002597256490229,-1.4867160850454768,-0.3119333274309778,1,1,2,8,11:54,-1.201473767626779,-1.0741908124676323,-0.16498127692914513,-0.2765647928572671,0.27656479285726726,0.2423532573839495,0,6,6,3,0,1
2022090800,191,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3060050580497822,0.9390522096863695,0.9649614210443972,1,1,1,10,11:20,-1.201473767626779,-1.0741908124676323,-0.6576489224957901,-0.3806643355301659,0.3806643355301657,1.083084721103786,6,5,2,3,1,1
2022090800,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8815094254823932,-0.35191402380713055,-0.3119333274309778,1,1,2,9,10:42,-1.201473767626779,-1.0741908124676323,-0.6987045596263439,-0.36759454385800977,0.3675945438580096,0.8300739829524567,5,4,4,0,0,1
2022090800,236,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4622544440840337,0.5954895056719001,3.1973598473934666,1,1,3,1,10:03,-1.201473767626779,-1.0741908124676323,-1.0271496566707738,-0.4271675019868222,0.4271675019868222,1.1651275037973914,1,3,6,3,1,1
2022090800,299,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.187253029837187,0.9182312626199455,-0.3119333274309778,1,1,1,10,09:52,-1.201473767626779,-0.37568504619158877,-1.3966503908457575,-0.6615832807101677,0.6615832807101678,-0.8905806184638736,6,4,6,3,0,1
2022090800,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9877595210654372,0.21548664937771356,-0.3119333274309778,1,1,2,10,09:04,-1.201473767626779,-0.37568504619158877,-1.3966503908457575,-0.693194591770064,0.693194591770064,-1.2899878950857855,5,4,6,3,0,1
2022090800,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0752596979538247,-0.11766657397664866,-0.3119333274309778,1,1,3,8,08:25,-1.201473767626779,-0.37568504619158877,-1.31453911658465,-0.7196949507772467,0.7196949507772467,-1.7412413436103389,5,5,2,3,0,1
2022090800,393,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062759148160092,0.06973156063337778,-0.3119333274309778,1,1,1,10,07:45,-1.201473767626779,-0.37568504619158877,-0.37025946258191383,-0.5166061238954183,0.5166061238954185,0.1713023669896211,5,4,6,3,0,1
2022090800,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7877574478093895,-1.8406924397871918,-0.3119333274309778,1,1,2,9,07:23,-1.201473767626779,-0.37568504619158877,-0.3292038254513601,-0.5664613682655708,0.5664613682655708,-0.06518715021378844,0,7,5,3,0,1
2022090800,438,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.106001888061832,0.8661766709179697,-0.3119333274309778,1,1,1,10,06:48,-1.201473767626779,-0.37568504619158877,0.08135254585417737,-0.4694857121261015,0.4694857121261015,0.5998390602734691,6,4,5,3,0,1
2022090800,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7377577282022402,-0.3206816500492354,-0.3119333274309778,1,1,2,6,06:21,-1.201473767626779,-0.37568504619158877,0.24557509437639236,-0.48326081054543946,0.48326081054543935,0.45394048584601,5,4,6,3,0,1
2022090800,486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012758760977111,-2.303983254414381,-0.3119333274309778,1,1,3,14,05:53,-1.201473767626779,-0.37568504619158877,-0.08287000266803762,-0.6539663742592841,0.6539663742592842,-0.8279568744550673,0,6,6,3,0,1
2022090800,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9002607746971498,-0.1853365185438873,3.5969347151567024,1,1,1,10,05:06,-1.201473767626779,-0.37568504619158877,1.6414667568152197,-0.7757427075906437,0.7757427075906436,-1.1879684898841136,5,3,5,3,1,1
2022090800,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9565107215168538,-0.034376907901860265,-0.3119333274309778,1,1,2,3,04:26,-1.201473767626779,-0.37568504619158877,1.3540772969013435,-0.7912661485516315,0.7912661485516315,-1.0847028270475674,5,4,10,3,0,1
2022090800,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806506412824165,-0.24260035822017592,-0.3119333274309778,1,1,3,4,03:46,-1.201473767626779,-0.37568504619158877,1.3951329340318974,-0.7189681610312182,0.718968161031218,-1.8045063987702907,5,4,6,3,0,1
2022090800,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8190087746096002,0.02288280142192839,-0.3119333274309778,1,1,1,10,03:10,-1.201473767626779,-0.37568504619158877,0.9845765627263597,-0.8028247259404309,0.8028247259404309,-0.572854667882389,5,3,2,3,0,1
2022090800,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8940071142364916,-0.08643475622769484,-0.3119333274309778,1,1,1,10,02:32,-1.201473767626779,-0.37568504619158877,0.5329645542902686,-0.8679156084459015,0.8679156084459015,-0.13088913407362754,5,3,6,3,0,1
2022090800,646,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.381004065252572,0.9234368568208403,-0.3119333274309778,1,1,1,10,01:53,-1.201473767626779,-0.37568504619158877,0.04029690872362361,-0.8752730762004349,0.875273076200435,0.3232645970659868,6,4,6,3,0,1
2022090800,692,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194009914174597,-0.09163939727047193,0.6696254749837138,1,1,1,10,01:25,-1.201473767626779,-0.37568504619158877,-0.7808158338874513,-0.9715777338992899,0.9715777338992897,1.1511582130926432,5,3,10,3,1,1
2022090800,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8252574759346925,-0.23739404915056567,-0.3119333274309778,1,1,2,7,00:45,-1.201473767626779,-0.37568504619158877,-0.9039827452791126,-0.9394334303072612,0.9394334303072612,0.9818157359492555,5,4,6,3,0,1
2022090800,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9440079782594432,-0.180133545528267,-0.3119333274309778,1,1,2,10,00:17,-1.201473767626779,-0.37568504619158877,-1.1092609309318813,-0.7015684347410573,0.7015684347410573,-1.0805999858833113,5,4,6,3,0,1
2022090800,818,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1190099532919906,0.6111054939762298,-0.3119333274309778,1,2,3,4,15:00,-1.201473767626779,-0.37568504619158877,0.779298377073591,-0.7244949256223555,0.7244949256223555,-1.2013461421242229,0,6,5,3,0,1
2022090800,867,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3122539501107977,0.7932987492540232,0.8433538742927186,1,2,1,10,14:08,-1.201473767626779,-0.37568504619158877,-0.7808158338874513,-0.8414744782673124,0.8414744782673123,-0.38207960810343283,6,4,2,3,1,1
2022090800,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9002579136572648,-0.2530105934638386,-0.3119333274309778,1,2,2,8,13:36,-1.201473767626779,-0.37568504619158877,-0.6987045596263439,-0.8053458541134899,0.8053458541134897,-0.6735852246287309,5,3,6,3,0,1
2022090800,933,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1810029933603028,1.173301486403457,-0.3119333274309778,1,2,1,10,13:24,-1.201473767626779,-0.37568504619158877,-0.6165932853652364,-0.49616160992759956,0.4961616099275998,0.894799417119654,6,4,5,3,0,1
2022090800,954,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0502585029984288,0.25192410104251317,-0.3119333274309778,1,2,2,10,12:57,-1.201473767626779,-0.37568504619158877,-0.6165932853652364,-0.5166867627135193,0.5166867627135191,0.5948754711598545,5,4,5,3,0,1
2022090800,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6627582441595465,-0.1593098978468701,-0.3119333274309778,1,2,2,5,12:26,-1.201473767626779,-0.37568504619158877,-0.5755376482346827,-0.8529529583239654,0.8529529583239653,-0.3414057794752934,5,4,11,3,0,1
2022090800,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8190071533538276,-0.25301083175341105,-0.3119333274309778,1,2,3,2,11:44,-1.201473767626779,-0.37568504619158877,-0.45237073684302137,-0.8193642196599515,0.8193642196599515,-0.589458246860587,5,4,6,3,0,1
2022090800,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5127579409222962,-0.40917413028019917,-0.3119333274309778,1,2,2,6,09:37,-1.201473767626779,-0.37568504619158877,0.9845765627263597,-0.9918872292575339,0.9918872292575338,1.0502717754085675,5,5,15,3,0,1
2022090800,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9877580428616215,-0.7475348144370071,-0.3119333274309778,1,2,3,4,08:55,-1.201473767626779,-0.37568504619158877,1.0666878369874673,-0.9882224888374591,0.988222488837459,0.9691764424642969,5,5,4,0,0,1
2022090800,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1435030606030037,0.892203450474909,-0.3119333274309778,1,2,1,10,08:48,-1.201473767626779,-0.0763254320732843,0.3687420057680536,-0.8655486273299876,0.8655486273299876,-0.033517094116890675,6,5,5,3,0,1
2022090800,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.124752188228462,0.9598757779379181,-0.3119333274309778,1,2,2,6,08:09,-1.201473767626779,-0.0763254320732843,0.2045194572458386,-0.844823873087494,0.8448238730874938,-0.05977842757256869,6,5,6,3,0,1
2022090800,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062760387943947,-0.12287145330894085,-0.3119333274309778,1,2,3,6,08:04,-1.201473767626779,-0.0763254320732843,0.2045194572458386,-0.8932409186002797,0.8932409186002797,-0.5634186462618459,5,5,15,3,0,1
2022090800,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0252602644506623,0.38726907368793545,-0.3119333274309778,1,2,1,10,07:20,-1.201473767626779,-0.0763254320732843,-0.28814818832080635,-0.8003015900104711,0.8003015900104712,0.5749484336861442,4,3,6,3,0,1
2022090800,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0372573231171267,0.3716527676642313,-0.3119333274309778,1,2,1,10,06:49,-1.201473767626779,-0.0763254320732843,-0.6165932853652364,-0.7718808784521787,0.7718808784521786,0.9116334613891925,6,4,5,3,0,1
2022090800,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8315073216755824,-2.397682838013463,-0.3119333274309778,1,2,2,4,06:12,-1.201473767626779,-0.0763254320732843,-0.8629271081485589,-0.7473756578986317,0.7473756578986315,1.0792300237072474,0,6,15,3,0,1
2022090800,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9002598210170224,-1.7574027737124016,-0.3119333274309778,1,2,3,14,05:42,-1.201473767626779,-0.0763254320732843,-0.45237073684302137,-0.8941912751193536,0.8941912751193536,-0.2810035807455767,0,6,6,3,0,1
2022090800,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019010227973778,-2.371653754990827,-0.3119333274309778,1,2,4,2,04:54,-1.201473767626779,-0.0763254320732843,-0.9450383824096663,-0.8445415216260186,0.8445415216260184,0.034182536337512205,0,6,6,3,0,1
2022090800,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1435043003868586,1.1056285235016028,-0.3119333274309778,1,2,1,10,04:14,-1.201473767626779,-0.0763254320732843,-1.0682052938013276,-0.7742062016544436,0.7742062016544438,1.1318135889443268,6,4,5,3,0,1
2022090800,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3872542924653775,0.7985043434549735,-0.3119333274309778,1,2,1,7,03:42,-1.201473767626779,-0.0763254320732843,-1.8072067621512948,-0.6829990501211698,0.6829990501211698,2.0276012449340537,6,5,16,2,0,1
2022090800,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5940071514959437,-1.8615138038603785,-0.3119333274309778,1,2,2,4,03:05,-1.201473767626779,-0.0763254320732843,-1.9303736735429562,-0.6826733676152881,0.682673367615288,2.1001125836378374,0,6,16,2,0,1
2022090800,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8065084155519175,0.12699285855424755,-0.3119333274309778,1,2,1,10,03:00,-0.35701748726191335,-0.0763254320732843,-1.0682052938013276,-0.49070687513633743,0.4907068751363375,-0.5172416140999363,5,3,6,3,0,1
2022090800,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7440070017352357,-0.23218853437947284,-0.3119333274309778,1,2,2,8,02:22,-0.35701748726191335,-0.0763254320732843,-0.9860940195402201,-0.4905714793118307,0.49057147931183076,-0.7257210572381995,5,4,6,3,0,1
2022090800,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5315075735130366,-0.5497234262489132,-0.3119333274309778,1,2,3,7,02:16,-0.35701748726191335,-0.0763254320732843,-0.9450383824096663,-0.44019928012830684,0.440199280128307,-1.0207703190175543,5,3,4,0,0,1
2022090800,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844008443677216,-0.398764292185761,-0.3119333274309778,1,2,1,10,02:00,-0.35701748726191335,-0.0763254320732843,-0.5344820111041289,-0.46957997935468815,0.46957997935468804,-0.173303224569227,5,5,10,3,0,1
2022090800,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1622528839296586,1.095218764837074,-0.3119333274309778,1,2,1,10,01:53,-0.35701748726191335,-0.0763254320732843,-0.2470925511902526,-0.15554880314863928,0.15554880314863953,0.39319035779074407,6,4,6,3,0,1
2022090800,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9877596641174607,-0.14889926545391635,-0.3119333274309778,1,2,2,10,01:48,-0.35701748726191335,-0.0763254320732843,-0.2470925511902526,-0.21418805697243884,0.2141880569724389,0.1760068061117353,5,4,6,3,0,1
2022090800,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0252588339308708,0.10617008460121999,-0.3119333274309778,1,2,1,10,01:40,-0.35701748726191335,-0.0763254320732843,-0.45237073684302137,-0.1520066940864671,0.15200669408646733,0.568540386687345,5,4,2,3,0,1
2022090800,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2060038068437917,0.8922031327554865,-0.3119333274309778,1,2,2,1,01:20,-0.35701748726191335,-0.0763254320732843,-0.8218714710180052,-0.044058451788420216,0.044058451788420265,1.0006418962478174,6,4,6,3,0,1
2022090800,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.168502348198644,1.168096448211448,-0.3119333274309778,1,2,3,1,00:39,-0.35701748726191335,-0.0763254320732843,-0.8218714710180052,-0.10591861007481565,0.1059186100748157,0.6895594865887563,6,5,6,3,0,1
2022090800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9815081017527366,-0.15931156587375503,-0.3119333274309778,1,2,1,10,00:34,-0.35701748726191335,-0.0763254320732843,-0.9039827452791126,-0.12536762949794666,0.12536762949794672,0.674212987756011,5,5,5,3,0,1
2022090800,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8502589569940042,0.03849934573520131,-0.3119333274309778,1,2,2,19,00:26,-0.35701748726191335,-0.0763254320732843,-0.5344820111041289,-0.20929364454361626,0.20929364454361615,0.12976246415447248,5,4,15,3,0,1
2022090800,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1810032794642877,0.8661758766194542,-0.3119333274309778,1,3,1,10,14:55,0.004892347180171926,-0.0763254320732843,-1.64298421362908,-0.14152735904159355,0.14152735904159378,-1.146723302077998,6,4,6,3,0,1
2022090800,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0440091817814714,-0.14889994060767162,-0.3119333274309778,1,3,2,8,14:29,0.004892347180171926,-0.0763254320732843,-1.5608729393679726,-0.16697140672230945,0.1669714067223093,-1.4718744574512705,5,4,5,3,0,1
2022090800,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0127591424490265,-1.8354866072967226,-0.3119333274309778,1,3,3,4,13:46,0.004892347180171926,-0.0763254320732843,-1.3966503908457575,-0.2338844320458411,0.23388443204584117,-1.7799305043973532,0,6,15,3,0,1
